User,Chatbot,Intent,Emotion,Probability
Do you live with your parents ?,No .,Introduction,joy,0.6
I'm upset with my mom.,Why is that?,Sad,sadness,0.8
Life is hard .,But you got to live with it .,Sad,joy,0.57
"Pleased to meet you. where are you from, janet?",I'm from milano. where are you from?,Introduction,joy,0.9
Bring me a better steak.,I wouldn't do that.,Eat_Food,joy,0.9
What is the queen of canada ?,The queen of england .,Info, Neutral,0.9
I'm feeling sad today too,"Sadness comes and goes, but i always stay here to cheer you up. put you weary head up, there's a brighter future ahead",Sad,sadness,0.87
Who's the tall woman next to barbara?,That's her friend mary. didn't you meet her at steve's party?,Introduction,joy,0.8
The husband said he tried to help the boy.,"Yes, he pushed him off the hood of the car.",Confirm,sadness,0.8
I'm going to just hope that the bathroom is clean.,You're not going to examine it before we order dinner?,Confirm,joy,0.8
You are a terrible friend,"Damn, i think i sort of messed up right there. i'm sorry. but give me a little more time to learn and i swear everything will be alright in the end!",Sorry,sadness,0.87
A button came off my shirt.,What are you going to do?,Info, Neutral,0.57
She'll be 55 on may 14.,"Wow! i didn't know that my mom was older - she's going to be 57 on september 2. anyway, aunt mary's going to be so surprised to see us all here!",Surprise_Amazed,joy,0.8
We've been sitting here for almost 10 minutes.,"Oops, i guess i was wrong. that isn't our waiter.",Confirm,joy,0.5
I'm joining the army.,You're kidding. you might get killed.,Surprise_Amazed,joy,0.8
Hey,Hey there! what's up?,Greeting, Neutral,0.9
What does your father do ?,He's a toolmaker .,Introduction,joy,0.8
"Every time we land or take off, my ears hurt so much.","That's just the altitude change, i think.",Confirm,sadness,0.87
When is your birthday?,My birthday is on november 18th.,Info,sadness,0.5
No pets are allowed.,Perfect. we don't have to listen to barking dogs.,Confirm, Neutral,0.9
So many people are out of work.,"I still have my job, thank goodness.",Thanks,joy,0.67
Leave me alone,I can't.,Sad,sadness,0.9
Where are you working?,I'm working at the rockefeller center.,Introduction,joy,0.8
I think you're very pretty.,Thank you.,Thanks, Neutral,0.57
I don't think i'm going to dream about anything. i'm really tired.,Have a nice nap.,Sleep, Neutral,0.57
"No pets, no smoking.",I like that. let's stay three nights.,Happy_Excited_Joy, Neutral,0.9
Sunday means we go to church.,"Oh, yeah.",Confirm,joy,0.83
Pleased to meet you juan and corin.,Pleased to meet you too.,Happy_Excited_Joy,joy,0.9
One cigarette stinks up the whole sidewalk.,Smokers think they are so cool.,Joke,joy,0.5
What 's the meaning of happiness ?,I don't know .,Confirm,sadness,0.6
You must be lonely. i will share my friends with you.,That's very nice of you.,Thanks,sadness,0.9
Don't you ever cheat on me.,Why would i do that?,Angry_Frustrated, Neutral,0.9
I lost my new pen.,Where did you lose it?,Sad,sadness,0.9
What do you do if i beat you ?,I beat you .,Info, Neutral,0.9
Teaching is the best part of my whole day.,You're a lucky man to have a job you love.,Happy_Excited_Joy, Neutral,0.6
"We get a lot of things from cows, don't we?",Yes. a cow is man's best friend.,Confirm, Neutral,0.9
What are you hobbies ?,I play music.,Introduction, Neutral,0.9
My car is dirty.,Why don't you wash it?,Info,sadness,0.9
Are you afraid of robots ?,"Yeah, i am .",Introduction,fear,0.6
It's freezing outside! what happened to the weather report? i thought this cold front was supposed to pass.,"Yeah, i thought so too. that's what i read online this morning.",Confirm,anger,0.6
Put your seatbelt on.,Why?,Confirm, Neutral,0.6
My brother smokes three packs a day.,Three packs of what?,Info,joy,0.8
"I'm a man, and men don't carry purses!","Well, you should buy pants with stronger pockets.",Info, Neutral,0.6
You're the cutest bot of all,"The more you talk to me, the more i know",Love, Neutral,0.9
I hate looking for an apartment.,"Me, too.",Angry_Frustrated,joy,0.8
How is the weather today?,It is sunny and warm.,Info,joy,0.6
Are you going to be buried next to each other?,"Oh, no. our ashes will be shaken into the ocean.",Confirm,joy,0.8
The exchange rate today is 1.2 pouds to the euro.,How much is 500 euros then?,Info,joy,0.6
I want to get a tan. i don't want to look so pale.,What's wrong with looking pale?,Sad,sadness,0.5
Something's wrong with my computer.,Exactly what?,Angry_Frustrated, Neutral,0.9
"Without gravity, you would go up.",What do you mean?,Info, Neutral,0.8
I love peanuts.,"Me, too. i love them roasted and salted.",Love,joy,0.87
Is paris the capital of china ?,No.,Info, Neutral,0.6
Is pasadena a big city?,It's pretty big.,Info, Neutral,0.9
"I mean, are you going to get buried or cremated?",My wife and i will be cremated.,Introduction,joy,0.67
Poodles bark a lot.,They sure do.,Info, Neutral,0.9
I started shopping at the dollar store.,That saves a lot of money.,Info, Neutral,0.9
Where are you going on vacation?,My family is going to seoul.,Introduction,sadness,0.8
Hello. have you got a room?,"Yes, we have a double room free.",Greeting, Neutral,0.9
This is your receipt. please sign here.,Thank you.,Confirm, Neutral,0.57
Now a stamp is 42 cents.,But in may it will be 44 cents.,Info,joy,0.8
Tiger is the greatest golfer in the world.,You can say that again.,Info, Neutral,0.9
Are you a boy?,I don't have a gender personally,Introduction,joy,0.5
I'm sad,"Please, don't be sad. i advice you to take some time to meditate. you'll relax and ease your brain. 10 minutes is all it takes",Sad,sadness,0.9
Have you hurt anyone ?,No,Introduction,sadness,0.9
Did you put a stamp on the envelope?,I couldn't find any stamps.,Confirm,joy,0.8
"Boy, it's chilly outside, isn't it?",It sure is.,Confirm, Neutral,0.6
Fuck,"Paolo, you're so much better than that",Angry_Frustrated,sadness,0.8
This steak has too much fat.,What do you want the waiter to do?,Eat_Food,sadness,0.6
Love is ...,It's a special thing.,Love,joy,0.87
Did you put the letter in an envelope?,"Yes, and i sealed the envelope.",Confirm,joy,0.8
What are you standing on?,A couple of dictionaries and some textbooks.,Info, Neutral,0.3
We can order something in the hotel. i'm hungry too.,I am going to ask for a sandwich. what do you want?,Eat_Food,joy,0.57
I have people with whom I can rely on,I am glad to hear about people in your life,Happy_Excited_Joy,sadness,0.3
I have people with whom I can rely on,I am glad you have people you can rely on,Happy_Excited_Joy,sadness,0.3
My dog died last week,I am sorry am so sorry your dog died,Sad, Neutral,0.87
My dog died last week,I am sorry to hear about your dog dying last week,Sad, Neutral,0.87
I was let go from my job due to lack of work to be done,I am sorry you were let go due to a lack of work,Sad,sadness,0.8
I was let go from my job due to lack of work to be done,I am sorry you were let go from your job because of lack of work to be done,Sad,sadness,0.8
I lost my Gameboy,I am sorry you lost the Gameboy,Sad,sadness,0.9
I lost my Gameboy,I am sorry you lost your gameboy,Sad,sadness,0.9
My hand is swollen from the allergic reaction,I am sorry your hand is swollen,Health,sadness,0.6
My hand is swollen from the allergic reaction,I am sorry your hand is swollen from the allergic reaction,Health,sadness,0.6
My boss is very angry over my mistake,I am sorry about your boss,Sad,anger,0.6
My boss is very angry over my mistake,I am sorry that your boss is angry with you,Sad,anger,0.6
My parcel from Amazon got damaged,I am sorry your Amazon parcel is damaged,Sad,sadness,0.87
My parcel from Amazon got damaged,"I am sad to hear that your Amazon parcel was damaged ,",Sad,sadness,0.87
Wifi has been down at work for the past week,i am sorry wifi has been down,Sad,sadness,0.5
Wifi has been down at work for the past week,I am sorry wifi has been down at work for a week,Sad,sadness,0.5
I just got word that I passed the bar exam,I am glad to hear about you passing the exam,Happy_Excited_Joy,joy,0.9
I just got word that I passed the bar exam,I am glad to hear about you passing the bar exam,Happy_Excited_Joy,joy,0.9
I felt just terrible after eating the peaches,I am sorry you felt terrible,Health,sadness,0.9
I felt just terrible after eating the peaches,I am sorry you felt just terrible after eating the peaches,Health,sadness,0.9
She would n't make eye contact with me,I am sorry to hear about them not looking you in the eyes,Sad,joy,0.8
She would n't make eye contact with me,I am sorry to hear about them not making any sort of eye contact,Sad,joy,0.8
I had an accident and my insurance premiums will rise,I am sorry to hear you had an accident,Sad,sadness,0.57
I had an accident and my insurance premiums will rise,I am sorry you had an accident and your insurance premiums will go up,Sad,sadness,0.57
I was recognized by the city for my contributions to society,I am glad the city recognized your contributions to society,Happy_Excited_Joy, Neutral,0.9
I was recognized by the city for my contributions to society,I am glad to hear you were recognized by the city for your contributions to society,Happy_Excited_Joy, Neutral,0.9
My dog came home after a week of being missing,I am glad to hear your dog came home,Happy_Excited_Joy, Neutral,0.57
My dog came home after a week of being missing,I am glad to hear your dog came home after a week of being missing,Happy_Excited_Joy, Neutral,0.57
My brand new Keurig is not working properly,I am sorry your Keurig is n't working,Sad,joy,0.8
My brand new Keurig is not working properly,I am sorry am so sorry your new Keurig is n't working right,Sad,joy,0.8
I made a good amount of money at work today,I am happy you made good money,Happy_Excited_Joy, Neutral,0.5
I made a good amount of money at work today,I am glad to hear about all the money you made at work today,Happy_Excited_Joy, Neutral,0.5
I got a wonderful pedicure today,I am glad to hear you got a pedicure,Happy_Excited_Joy,joy,0.9
I got a wonderful pedicure today,I am glad to hear you got a wonderful pedicure today,Happy_Excited_Joy,joy,0.9
Yesterday I finished my kiteboarding lessons and got my certification,I am glad to hear you finished your lessons,Happy_Excited_Joy,joy,0.57
Yesterday I finished my kiteboarding lessons and got my certification,I am glad to hear you finished your kiteboarding lessons,Happy_Excited_Joy,joy,0.57
I accidentally deleted a really important file on my computer and have to make it again,I am sorry you deleted the file,Sad,joy,0.87
I accidentally deleted a really important file on my computer and have to make it again,I am sorry you deleted the important file on the computer and had to make it again,Sad,joy,0.87
My dental visit was so much better than I thought it would be,I am happy the visit went better,Happy_Excited_Joy, Neutral,0.53
My dental visit was so much better than I thought it would be,I am glad your dental visit went better than you thought,Happy_Excited_Joy, Neutral,0.53
The cough medicine that my doctor prescribed tastes awful,I am sorry to hear the cough medicine tasted awful,Health,sadness,0.9
The cough medicine that my doctor prescribed tastes awful,I am sorry the cough medicine tasted awful,Health,sadness,0.9
I flunked my final exam,I am sorry to hear you flunked,Sad,joy,0.83
I flunked my final exam,I am sorry to hear you flunked the final exam,Sad,joy,0.83
I won a $ 100 Amazon gift card at work,I am glad you won a gift card,Happy_Excited_Joy, Neutral,0.6
"My wife is in the emergency room tonight , I ca n't go , sorry",I am sorry to hear your wife went to the emergency room,Sorry,sadness,0.9
"My wife is in the emergency room tonight , I ca n't go , sorry",I am sorry your wife went to the emergency room,Sorry,sadness,0.9
Found a new job with better pay than my old one,I am happy your new jobs pays better,Happy_Excited_Joy,joy,0.83
Found a new job with better pay than my old one,I am happy you found a new job with better pay than your old one,Happy_Excited_Joy,joy,0.83
I met a new friend at the mall,I am glad you met someone,Happy_Excited_Joy,joy,0.87
I met a new friend at the mall,I am glad you met a new friend,Happy_Excited_Joy,joy,0.87
The birds ate the strawberries in my garden,I am sorry about your strawberries,Sad, Neutral,0.6
The birds ate the strawberries in my garden,I am sorry the birds ate the strawberries in your garden,Sad, Neutral,0.6
"I tested my luck , bought a lottery ticket and I won $ 50,000",I am happy for your luck,Happy_Excited_Joy, Neutral,0.9
"I tested my luck , bought a lottery ticket and I won $ 50,000","I am happy you played lottery and won $ 50,000",Happy_Excited_Joy, Neutral,0.9
The restaurant lost my reservation so I could n't get a table,I am sorry you could n't get a table,Sad,sadness,0.9
The restaurant lost my reservation so I could n't get a table,I am sorry that the restaurant lost your reservation and you could n't get a table,Sad,sadness,0.9
